class,cbo,wmc,lcom
com.iluwatar.flyweight.AppTest,2,1,0
com.iluwatar.servicelayer.magic.MagicServiceImpl,8,6,1
com.iluwatar.hexagonal.eventlog.MongoEventLog,9,10,6
com.iluwatar.balking.DelayProvider,0,1,0
com.iluwatar.lazy.loading.Java8HolderTest,3,3,0
com.iluwatar.singleton.IvoryTowerTest,2,1,0
com.iluwatar.dependency.injection.AdvancedWizard,3,1,0
com.iluwatar.lockableobject.domain.Creature,7,12,9
com.iluwatar.databus.members.StatusMember,10,5,1
com.iluwatar.delegation.simple.AppTest,2,1,0
com.iluwatar.doubledispatch.Meteoroid,6,6,15
com.iluwatar.event.sourcing.app.App,8,1,0
com.iluwatar.visitor.App,6,1,0
com.iluwatar.page.controller.UserModelTest,2,2,1
com.iluwatar.api.UpdateService,1,1,0
com.iluwatar.visitor.UnitVisitor,3,3,3
com.iluwatar.collectionpipeline.AppTest,7,4,0
com.iluwatar.saga.orchestration.SagaApplicationTest,2,1,0
com.iluwatar.specification.creature.Goblin,2,2,1
com.iluwatar.halfsynchalfasync.AsynchronousService,3,5,0
com.iluwatar.identitymap.App,4,1,0
com.iluwatar.mute.AppTest,2,1,0
com.iluwatar.memento.Star$StarMementoInternal,4,0,0
com.iluwatar.activeobject.Orc,1,1,0
com.iluwatar.front.controller.ApplicationException,0,1,0
com.iluwatar.mediator.PartyMemberTest$InMemoryAppender,3,4,0
com.iluwatar.servicelocator.ServiceLocator,3,4,1
AlbumPageTest,5,3,0
com.iluwatar.leaderelection.bully.BullyInstance,5,14,22
com.iluwatar.singleton.AppTest,2,1,0
com.iluwatar.function.composition.FunctionComposer,0,1,0
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous7,3,1,0
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous9,1,2,0
com.iluwatar.commander.Database,1,2,1
com.iluwatar.specialcase.ReceiptViewModel,0,1,0
com.iluwatar.strangler.NewArithmeticTest,3,3,0
com.iluwatar.model.view.controller.GiantModel,8,1,0
com.iluwatar.domainmodel.CustomerDao,2,5,10
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous1,3,1,0
com.iluwatar.commander.queue.QueueTask,5,6,1
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous3,3,1,0
com.iluwatar.commander.Service,2,7,6
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous5,3,1,0
com.iluwatar.commander.RetryTest,10,5,0
com.iluwatar.objectmother.Queen,2,7,3
com.iluwatar.builder.Builder,7,8,15
com.iluwatar.component.component.inputcomponent.DemoInputComponent,3,1,0
com.iluwatar.decorator.ClubbedTrollTest,3,1,0
com.iluwatar.poison.pill.Producer,3,6,0
com.iluwatar.saga.orchestration.ServiceDiscoveryService,2,3,0
com.iluwatar.property.App,2,1,0
com.iluwatar.doublebuffer.FrameBuffer,3,6,3
com.iluwatar.saga.orchestration.Saga$Result,0,0,0
com.iluwatar.lockableobject.FeindTest,8,4,0
com.iluwatar.serializedentity.App,5,7,10
com.iluwatar.front.controller.ArcherCommand,2,1,0
com.iluwatar.combinator.Finders,2,10,21
com.iluwatar.event.aggregator.ScoutTest,2,1,0
com.iluwatar.servant.Queen,1,10,5
com.iluwatar.gameloop.FixedStepGameLoopTest,5,3,0
com.iluwatar.monitor.Bank,4,8,0
com.iluwatar.fanout.fanin.Consumer,1,2,0
com.iluwatar.featuretoggle.pattern.tieredversion.TieredFeatureToggleVersionTest,6,4,0
com.iluwatar.strangler.HalfArithmeticTest,4,3,0
com.iluwatar.event.aggregator.Event,1,1,0
com.iluwatar.state.AppTest,2,1,0
com.iluwatar.delegation.simple.DelegateTest$InMemoryAppender,3,4,0
com.iluwatar.lazy.loading.Java8Holder,3,4,1
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous7$Anonymous8,2,2,0
com.iluwatar.delegation.simple.printers.EpsonPrinter,2,1,0
com.iluwatar.visitor.CommanderTest,3,2,1
com.iluwatar.builder.HeroTest,3,3,3
com.iluwatar.hexagonal.domain.LotteryTicketCheckResultTest,2,1,0
com.iluwatar.model.view.controller.GiantModelTest,5,6,3
com.iluwatar.servicelocator.ServiceLocatorTest,3,3,1
com.iluwatar.leaderfollowers.AppTest,2,1,0
com.iluwatar.datatransfer.product.ProductDto$Response,4,0,0
com.iluwatar.separatedinterface.invoice.InvoiceGeneratorTest,3,1,0
com.iluwatar.layers.service.CakeBakingServiceImplTest,10,11,0
com.iluwatar.tolerantreader.RainbowFishV2Test,2,1,0
com.iluwatar.reactor.app.AppClient$TcpLoggingClient,3,6,0
com.iluwatar.lockableobject.domain.Feind,5,10,0
com.iluwatar.cqrs.IntegrationTest,7,7,0
com.iluwatar.repository.PersonSpecifications$AgeBetweenSpec,5,2,0
com.iluwatar.prototype.OrcMage,4,2,0
com.iluwatar.event.aggregator.WeekdayTest,2,1,0
com.iluwatar.memento.StarMemento,0,0,0
com.iluwatar.pageobject.App,2,4,1
com.iluwatar.eda.handler.UserCreatedEventHandler,3,1,0
com.iluwatar.gameloop.AppTest,2,1,0
com.iluwatar.abstractfactory.OrcKingdomFactory,7,3,3
com.iluwatar.nullobject.App,2,1,0
com.iluwatar.leaderfollowers.App,5,4,3
com.iluwatar.slob.App,8,7,6
com.iluwatar.servicelayer.wizard.WizardDaoImplTest,6,3,1
com.iluwatar.model.view.presenter.App,3,1,0
com.iluwatar.currying.App,6,1,0
com.iluwatar.tolerantreader.App,4,1,0
com.iluwatar.filterer.threat.SimpleProbabilisticThreatAwareSystem,7,5,6
com.iluwatar.flux.view.MenuViewTest,5,2,1
com.iluwatar.front.controller.ErrorView,2,1,0
com.iluwatar.hexagonal.service.LotteryConsoleService,2,4,6
com.iluwatar.converter.Converter,3,4,6
com.iluwatar.metamapping.utils.HibernateUtil,5,3,3
com.iluwatar.mediator.Hunter,1,1,0
com.iluwatar.price.microservice.PriceController,4,1,0
com.iluwatar.strangler.AppTest,2,1,0
com.iluwatar.servant.ServantTest,3,4,6
com.iluwatar.throttling.timer.Throttler,0,1,0
com.iluwatar.proxy.utils.InMemoryAppender,3,5,4
com.iluwatar.leaderelection.Message,6,0,0
com.iluwatar.poison.pill.Message,2,5,10
com.iluwatar.dependency.injection.GuiceWizard,3,2,0
com.iluwatar.abstractdocument.domain.Part,4,1,0
com.iluwatar.collectingparameter.PrinterQueueTest,4,3,3
com.iluwatar.gameloop.Bullet,2,1,0
com.iluwatar.monitor.Main,3,5,0
com.iluwatar.intercepting.filter.OrderTest,2,5,0
com.iluwatar.visitor.AppTest,2,1,0
com.iluwatar.doubledispatch.SpaceStationMir,6,7,21
com.iluwatar.pageobject.Page,1,2,1
com.iluwatar.property.CharacterTest,3,7,10
com.iluwatar.currying.Book,4,7,0
com.iluwatar.collectingparameter.AppTest,2,1,0
com.iluwatar.queue.load.leveling.MessageQueueTest,3,1,0
entity.CakeLayer,11,2,0
com.iluwatar.health.check.HealthCheckRepository,6,4,0
com.iluwatar.corruption.system.legacy.LegacyStore,3,0,0
com.iluwatar.monad.Validator,2,7,4
com.iluwatar.delegation.simple.App,4,1,0
com.iluwatar.event.aggregator.KingJoffrey,3,1,0
com.iluwatar.partialresponse.AppTest,2,1,0
com.iluwatar.filterer.threat.ThreatType,0,0,0
com.iluwatar.compositeview.AppServletTest,6,4,0
org.dirty.flag.AppTest,2,1,0
com.iluwatar.slob.lob.Forest,10,8,0
com.iluwatar.dao.DbCustomerDaoTest$ConnectionSuccess,4,1,0
com.iluwatar.command.CommandTest,6,2,1
com.iluwatar.front.controller.ApplicationExceptionTest,2,1,0
com.iluwatar.image.microservice.ImageApplication,2,1,0
com.iluwatar.abstractfactory.Castle,0,1,0
com.iluwatar.saga.orchestration.WithdrawMoneyService,3,4,1
com.iluwatar.parameter.object.ParameterObject,4,6,1
com.iluwatar.masterworker.ArrayInput,3,9,3
com.iluwatar.cqrs.queries.QueryService,2,5,10
com.iluwatar.proxy.Wizard,1,1,0
com.iluwatar.visitor.CommanderVisitorTest,2,1,0
com.iluwatar.datatransfer.customer.CustomerResourceTest,3,3,3
com.iluwatar.promise.Promise$ConsumeAction,3,3,0
com.iluwatar.dao.DbCustomerDao,6,19,28
com.iluwatar.gameloop.VariableStepGameLoop,3,3,1
com.iluwatar.model.view.controller.App,3,1,0
com.iluwatar.event.aggregator.App,7,1,0
com.iluwatar.masterworker.Result,1,1,0
com.iluwatar.RegisterWorkerDto,4,2,1
com.iluwatar.dependency.injection.utils.InMemoryAppender,3,4,0
com.iluwatar.intercepting.filter.Client,3,7,2
com.iluwatar.objectmother.Royalty,0,4,6
com.iluwatar.factory.method.ElfBlacksmith,4,3,1
AlbumListPageTest,5,2,0
com.iluwatar.specialcase.DownForMaintenance,3,1,0
com.iluwatar.mute.MuteTest,4,6,13
com.iluwatar.ambassador.ClientTest,2,3,0
com.iluwatar.saga.orchestration.HotelBookingService,3,3,1
com.iluwatar.price.microservice.PriceServiceImpl,3,1,0
com.iluwatar.strategy.LambdaStrategy,1,0,0
com.iluwatar.specification.app.App,15,2,1
com.iluwatar.commander.paymentservice.PaymentDatabase,2,2,0
com.iluwatar.databus.members.StatusMemberTest,7,3,3
crtp.FightTest,7,3,1
com.iluwatar.hexagonal.domain.LotteryTicketCheckResult,4,1,0
com.iluwatar.idempotentconsumer.RequestServiceTests,11,9,0
Permission,0,0,0
com.iluwatar.observer.generic.OrcsTest,2,2,1
com.iluwatar.async.method.invocation.AsyncResult,1,3,3
com.iluwatar.composite.App,3,1,0
com.iluwatar.partialresponse.VideoResourceTest,8,4,0
com.iluwatar.facade.App,1,1,0
com.iluwatar.factorykit.Builder,2,1,0
com.iluwatar.halfsynchalfasync.App,4,3,1
com.iluwatar.event.asynchronous.Event,0,3,3
com.iluwatar.mute.Mute,2,5,3
com.iluwatar.adapter.FishingBoatAdapter,2,1,0
dao.CakeLayerDao,2,0,0
com.iluwatar.observer.generic.GenOrcs,4,1,0
com.iluwatar.masterworker.system.MasterWorker,4,3,1
com.iluwatar.pipeline.Pipeline,5,3,0
com.iluwatar.doublebuffer.AppTest,2,1,0
com.iluwatar.saga.orchestration.Saga$Chapter,2,0,0
com.iluwatar.factory.Coin,0,1,0
com.iluwatar.servicelayer.common.DaoBaseImpl,11,16,13
com.iluwatar.presentationmodel.App,2,2,1
com.iluwatar.transactionscript.HotelTest,8,16,43
com.iluwatar.circuitbreaker.QuickRemoteService,1,1,0
com.iluwatar.factorykit.WeaponFactory,4,2,1
com.iluwatar.bridge.FlyingEnchantment,2,3,3
com.iluwatar.leaderelection.ring.RingInstanceTest,4,5,3
com.iluwatar.servicelayer.spell.SpellDao,2,1,0
com.iluwatar.reactor.app.App,9,7,3
com.iluwatar.flyweight.HealingPotion,2,1,0
com.iluwatar.roleobject.Role,5,3,0
com.iluwatar.domainmodel.TestUtils,2,4,6
com.iluwatar.strategy.MeleeStrategy,2,1,0
com.iluwatar.observer.Weather,4,6,0
com.iluwatar.api.gateway.ApiGatewayTest,9,3,1
com.iluwatar.pipeline.Handler,2,1,0
com.iluwatar.separatedinterface.taxes.ForeignTaxCalculatorTest,2,1,0
com.iluwatar.commander.Commander,18,109,0
com.iluwatar.adapter.FishingBoat,1,1,0
com.iluwatar.versionnumber.AppTest,2,1,0
com.iluwatar.bytecode.VirtualMachine,6,22,0
com.iluwatar.hexagonal.service.LotteryConsoleServiceImpl,10,10,0
com.iluwatar.lockableobject.domain.Orc,1,1,0
com.iluwatar.event.sourcing.processor.EventJournal,2,4,3
com.iluwatar.specialcase.OutOfStock,3,2,0
com.iluwatar.transactionscript.RoomSchemaSql,0,1,0
com.iluwatar.async.method.invocation.AsyncCallback,1,2,1
com.iluwatar.reactor.framework.ChannelHandler,1,1,0
com.iluwatar.serializedentity.CountrySchemaSql,3,6,0
com.iluwatar.repository.AppConfigTest,7,3,0
com.iluwatar.decorator.SimpleTrollTest,6,3,0
com.iluwatar.command.Visibility,1,1,0
com.iluwatar.factory.AppTest,2,1,0
com.iluwatar.filterer.threat.ProbabilisticThreatAwareSystem,2,2,1
com.iluwatar.interpreter.MinusExpression,1,3,1
com.iluwatar.producer.consumer.Consumer,3,2,0
com.iluwatar.builder.Weapon,0,1,0
com.iluwatar.factorykit.factorykit.FactoryKitTest,9,5,0
com.iluwatar.interpreter.ExpressionTest,6,7,0
com.iluwatar.masterworker.system.ArrayTransposeMasterWorker,3,2,1
com.iluwatar.dirtyflag.App,2,2,1
com.iluwatar.specification.selector.ConjunctionSelector,2,2,0
com.iluwatar.entity.Truck,5,2,0
com.iluwatar.producer.consumer.App,4,6,0
com.iluwatar.strangler.OldSource,2,4,0
com.iluwatar.page.controller.SignupControllerTest,6,2,1
com.iluwatar.subclasssandbox.AppTest,2,1,0
com.iluwatar.model.view.viewmodel.BookServiceImpl,2,2,0
com.iluwatar.datamapper.DataMapperTest,3,1,0
com.iluwatar.model.Card,4,0,0
com.iluwatar.commander.Order$MessageSent,0,0,0
com.iluwatar.bridge.Weapon,1,4,6
com.iluwatar.sharding.Shard,2,4,0
com.iluwatar.acyclicvisitor.ConfigureForDosVisitor,4,2,1
com.iluwatar.corruption.system.AntiCorruptionLayer,6,1,0
com.iluwatar.execute.around.SimpleFileWriterTest,7,4,0
com.iluwatar.front.controller.UnknownCommand,2,1,0
view.CakeViewImpl,5,2,0
com.iluwatar.datamapper.AppTest,2,1,0
com.iluwatar.event.queue.Audio,4,20,18
com.iluwatar.transactionscript.HotelDaoImplTest,4,4,4
com.iluwatar.versionnumber.App,4,2,0
com.iluwatar.model.view.controller.Fatigue,1,1,0
com.iluwatar.property.Stats,0,0,0
com.iluwatar.resource.acquisition.is.initialization.ClosableTest$InMemoryAppender,3,3,1
com.iluwatar.slob.serializers.LobSerializer,2,7,3
com.iluwatar.layers.exception.CakeBakingExceptionTest,2,2,1
com.iluwatar.api.gateway.ImageClientImpl,4,8,3
com.iluwatar.sharding.RangeShardManager,5,2,1
com.iluwatar.component.GameObject,10,6,11
com.iluwatar.flux.view.ContentViewTest,3,1,0
com.iluwatar.page.controller.UserController,7,1,0
com.iluwatar.prototype.Prototype,3,1,0
com.iluwatar.caching.CachingPolicy,2,0,0
com.iluwatar.queue.load.leveling.MessageQueue,2,6,0
com.iluwatar.templatemethod.HitAndRunMethod,2,3,3
com.iluwatar.doublebuffer.Scene,5,4,0
com.iluwatar.tolerantreader.RainbowFish,2,0,0
com.iluwatar.abstractdocument.domain.HasPrice,1,1,0
com.iluwatar.specification.property.Mass,2,10,0
com.iluwatar.datamapper.StudentDataMapperImpl,5,7,0
com.iluwatar.masterworker.system.systemworkers.ArrayTransposeWorkerTest,8,1,0
com.iluwatar.data.locality.game.GameEntity,4,3,0
com.iluwatar.privateclassdata.ImmutableStew,2,2,0
com.iluwatar.interpreter.Expression,0,2,1
com.iluwatar.resource.acquisition.is.initialization.App,3,1,0
com.iluwatar.abstractfactory.King,0,1,0
com.iluwatar.arrangeactassert.CashAAATest,2,4,6
com.iluwatar.interpreter.MultiplyExpression,1,3,1
com.iluwatar.specification.selector.DisjunctionSelector,2,2,0
com.iluwatar.interpreter.AppTest,2,1,0
com.iluwatar.corruption.system.modern.ModernShop,7,4,0
com.iluwatar.identitymap.Person,5,1,0
com.iluwatar.intercepting.filter.FilterChain,2,4,0
com.iluwatar.identitymap.PersonTest,2,1,0
com.iluwatar.commander.shippingservice.ShippingService$ShippingRequest,1,0,0
com.iluwatar.specification.selector.MassSmallerThanOrEqSelector,3,2,0
com.iluwatar.ambassador.RemoteService,4,7,4
com.iluwatar.value.object.AppTest,2,1,0
com.iluwatar.bridge.App,5,1,0
com.iluwatar.visitor.VisitorTest$InMemoryAppender,3,4,0
com.iluwatar.circuitbreaker.AppTest,9,6,0
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable,7,12,33
com.iluwatar.poison.pill.MqSubscribePoint,1,1,0
com.iluwatar.servicetoworker.GiantModel,6,8,0
com.iluwatar.currying.BookCurryingTest,7,3,0
com.iluwatar.circuitbreaker.MonitoringServiceTest,5,4,6
com.iluwatar.datatransfer.product.ProductDto$Cost,0,1,0
com.iluwatar.product.microservice.MainTest,2,1,0
com.iluwatar.observer.generic.GHobbitsTest,2,2,1
com.iluwatar.chain.RequestType,0,0,0
com.iluwatar.fanout.fanin.App,4,1,0
com.iluwatar.factory.CoinFactory,2,1,0
com.iluwatar.servicelocator.ServiceCache,2,4,0
com.iluwatar.strategy.DragonSlayingStrategy,0,1,0
com.iluwatar.saga.choreography.SagaChoreographyTest,9,3,3
com.iluwatar.circuitbreaker.RemoteServiceException,0,1,0
com.iluwatar.doubledispatch.SpaceStationIss,2,2,1
com.iluwatar.repository.RepositoryTest,11,10,0
com.iluwatar.singleton.ThreadSafeDoubleCheckLockingTest,4,2,1
com.iluwatar.async.method.invocation.AppTest,2,1,0
com.iluwatar.reactor.framework.ThreadPoolDispatcher,2,4,0
Thief,1,2,1
com.iluwatar.templatemethod.SubtleMethod,2,3,3
com.iluwatar.event.queue.AudioTest,3,4,0
units.CommanderUnit,3,3,1
com.iluwatar.corruption.system.ShopException,1,2,1
com.iluwatar.strangler.OldArithmeticTest,3,2,0
crtp.AppTest,2,1,0
com.iluwatar.specialcase.Db,4,10,0
com.iluwatar.databus.data.MessageData,5,1,0
com.iluwatar.trampoline.Trampoline$Anonymous1,3,4,6
com.iluwatar.nullobject.NullNode,2,7,21
com.iluwatar.SingleTableInheritance,9,2,1
com.iluwatar.hexagonal.banking.InMemoryBankTest,3,1,0
com.iluwatar.circuitbreaker.DelayedRemoteService,2,4,0
com.iluwatar.model.view.presenter.FileSelectorJframe,2,13,31
com.iluwatar.specification.selector.ColorSelectorTest,3,1,0
com.iluwatar.versionnumber.BookRepositoryTest,4,5,0
com.iluwatar.poison.pill.PoisonMessageTest,1,5,10
com.iluwatar.datatransfer.product.ProductDto$Price,0,1,0
com.iluwatar.idempotentconsumer.RequestRepository,2,0,0
com.iluwatar.metamapping.service.UserService,4,12,0
com.iluwatar.doubledispatch.Rectangle,3,6,1
com.iluwatar.servicelayer.app.App,11,3,1
com.iluwatar.mute.App$Anonymous1,0,1,0
com.iluwatar.saga.choreography.Saga$SagaResult,0,0,0
com.iluwatar.masterworker.ArrayInputTest,4,3,0
com.iluwatar.event.asynchronous.EventManager,8,22,0
com.iluwatar.abstractfactory.AbstractFactoryTest,8,5,0
com.iluwatar.chain.App,2,1,0
com.iluwatar.datatransfer.AppTest,2,1,0
com.iluwatar.currying.Book$AddPublicationDate,1,1,0
com.iluwatar.stepbuilder.CharacterStepBuilder$WeaponStep,2,2,1
com.iluwatar.intercepting.filter.AbstractFilter,3,8,9
com.iluwatar.doublebuffer.Buffer,1,4,6
com.iluwatar.hexagonal.domain.LotteryTest,12,5,1
com.iluwatar.specification.selector.NegationSelector,2,2,0
com.iluwatar.mediator.Wizard,1,1,0
com.iluwatar.aggregator.microservices.ProductInformationClientImpl,3,3,0
com.iluwatar.currying.Book$AddTitle,1,1,0
com.iluwatar.spatialpartition.Point,1,4,6
com.iluwatar.leaderfollowers.TaskSet,1,3,0
com.iluwatar.order.microservice.OrderServiceTest,9,10,0
com.iluwatar.event.queue.App,2,1,0
com.iluwatar.promise.Promise,4,12,28
com.iluwatar.adapter.App,2,2,1
com.iluwatar.presentationmodel.AppTest,2,1,0
com.iluwatar.dynamicproxy.App,5,4,2
com.iluwatar.context.object.ServiceContextFactory,1,1,0
com.iluwatar.event.aggregator.Scout,4,5,3
com.iluwatar.flux.view.ContentView,6,2,0
com.iluwatar.filterer.AppTest,2,1,0
com.iluwatar.identitymap.IdentityMapTest,3,2,1
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous1$Anonymous2,1,3,0
com.iluwatar.slob.serializers.ClobSerializer,5,4,6
com.iluwatar.tolerantreader.RainbowFishTest,2,1,0
com.iluwatar.saga.choreography.FlyBookingService,2,2,1
com.iluwatar.logaggregation.LogLevel,0,0,0
com.iluwatar.health.check.RetryConfig,7,1,0
com.iluwatar.monad.MonadTest,3,6,3
com.iluwatar.servicetoworker.GiantModelTest,2,6,3
com.iluwatar.commander.shippingservice.ShippingDatabase,2,2,0
com.iluwatar.sharding.ShardTest,4,5,0
com.iluwatar.decorator.AppTest,2,1,0
com.iluwatar.servicetoworker.GiantController,3,3,0
com.iluwatar.specialcase.SpecialCasesTest,16,7,0
service.CakeBakingService,4,9,36
com.iluwatar.state.MammothTest$InMemoryAppender,3,4,0
com.iluwatar.nullobject.Node,1,5,10
com.iluwatar.roleobject.ApplicationRoleObject,4,1,0
com.iluwatar.filterer.domain.Filterer,1,1,0
com.iluwatar.event.queue.PlayMessage,3,0,0
com.iluwatar.intercepting.filter.FilterManagerTest,5,2,1
com.iluwatar.virtual.proxy.ExpensiveObject,0,1,0
com.iluwatar.specialcase.DomainServices,0,0,0
com.iluwatar.specification.creature.Troll,2,2,1
crtp.MmaLightweightFighter,2,1,0
com.iluwatar.producer.consumer.ItemQueue,1,3,0
com.iluwatar.object.pool.AppTest,2,1,0
com.iluwatar.specification.selector.MassGreaterThanSelector,3,2,0
com.iluwatar.subclasssandbox.GroundDiveTest,5,6,15
com.iluwatar.hexagonal.database.InMemoryTicketRepository,3,4,0
com.iluwatar.multiton.NazgulName,0,0,0
com.iluwatar.event.aggregator.KingJoffreyTest,7,3,0
com.iluwatar.servicetoworker.AppTest,2,1,0
com.iluwatar.saga.orchestration.SagaApplication,10,3,3
concreteextensions.SoldierTest,6,1,0
com.iluwatar.collectionpipeline.Category,0,0,0
com.iluwatar.execute.around.AppTest,4,2,1
com.iluwatar.featuretoggle.user.UserGroup,1,7,0
com.iluwatar.idempotentconsumer.RequestNotFoundException,0,1,0
com.iluwatar.tolerantreader.RainbowFishV2,2,2,1
com.iluwatar.monad.Sex,0,0,0
com.iluwatar.separatedinterface.taxes.ForeignTaxCalculator,1,1,0
com.iluwatar.abstractfactory.ElfKing,1,1,0
com.iluwatar.twin.BallItemTest,8,5,0
HealthCheckRepositoryTest,9,4,0
com.iluwatar.business.delegate.MobileClient,1,2,0
com.iluwatar.leaderfollowers.Task,2,1,0
com.iluwatar.data.locality.game.component.manager.AiComponentManager,3,5,0
com.iluwatar.datamapper.StudentTest,2,1,0
com.iluwatar.reactor.app.AppClient$UdpLoggingClient,2,5,0
com.iluwatar.mediator.App,7,1,0
com.iluwatar.information.microservice.InformationController,2,1,0
com.iluwatar.event.aggregator.AppTest,2,1,0
com.iluwatar.iterator.bst.TreeNode,4,14,14
com.iluwatar.saga.orchestration.Service,5,3,1
com.iluwatar.lazy.loading.HolderNaive,2,3,1
com.iluwatar.privateclassdata.StewTest,5,4,0
com.iluwatar.decorator.SimpleTrollTest$InMemoryAppender,3,4,0
com.iluwatar.commander.AppAllCases,18,18,0
com.iluwatar.layers.app.LayersApp,5,1,0
com.iluwatar.commander.Order,4,5,1
com.iluwatar.compositeview.AppServlet,7,8,0
com.iluwatar.updatemethod.Statue,2,5,0
com.iluwatar.mediator.Hobbit,1,1,0
com.iluwatar.queue.load.leveling.Task,1,1,0
com.iluwatar.hexagonal.domain.LotteryNumbersTest,2,4,6
com.iluwatar.object.pool.ObjectPool,2,5,0
com.iluwatar.object.pool.OliphauntPoolTest,3,3,1
com.iluwatar.parameter.object.SearchService,3,4,6
com.iluwatar.servicetoworker.ActionTest,4,10,6
com.iluwatar.composite.Word,3,4,3
com.iluwatar.poison.pill.AppTest,2,1,0
com.iluwatar.commander.messagingservice.MessagingDatabase,2,2,0
com.iluwatar.idempotentconsumer.RequestStateMachineTests,5,5,0
com.iluwatar.monostate.AppTest,2,1,0
com.iluwatar.logaggregation.LogEntry,3,0,0
com.iluwatar.gateway.ExternalServiceA,2,1,0
com.iluwatar.gateway.ExternalServiceC,2,2,1
com.iluwatar.gateway.ExternalServiceB,2,1,0
com.iluwatar.order.microservice.OrderService,5,8,0
com.iluwatar.partialresponse.FieldJsonMapperTest,4,2,0
com.iluwatar.flux.action.MenuAction,3,1,0
abstractextensions.SoldierExtension,1,1,0
com.iluwatar.specification.selector.AbstractSelector,5,3,3
com.iluwatar.domainmodel.ProductDaoImplTest,7,5,0
com.iluwatar.ambassador.App,1,1,0
com.iluwatar.datamapper.App,3,2,1
com.iluwatar.event.sourcing.processor.DomainEventProcessor,2,5,0
com.iluwatar.guarded.suspension.GuardedQueue,1,5,0
com.iluwatar.corruption.App,2,1,0
com.iluwatar.templatemethod.HalflingThief,1,3,0
com.iluwatar.business.delegate.VideoStreamingService,0,1,0
com.iluwatar.leaderelection.AbstractInstance,5,20,52
com.iluwatar.reactor.framework.Dispatcher,1,2,1
DatabaseTransactionHealthIndicatorTest,8,4,0
com.iluwatar.monostate.LoadBalancerTest,4,3,1
com.iluwatar.state.AngryState,3,3,0
com.iluwatar.data.locality.ApplicationTest,2,1,0
com.iluwatar.flyweight.AlchemistShopTest,3,1,0
com.iluwatar.commander.messagingservice.MessagingService$MessageToSend,0,0,0
com.iluwatar.fluentinterface.fluentiterable.FluentIterable,3,8,28
com.iluwatar.circuitbreaker.MonitoringService,1,6,2
com.iluwatar.RegisterWorkerTest,7,6,15
com.iluwatar.strangler.NewArithmetic,3,4,0
com.iluwatar.function.composition.App,2,1,0
com.iluwatar.bridge.AppTest,2,1,0
com.iluwatar.decorator.Troll,0,3,3
com.iluwatar.gateway.ServiceFactoryTest,7,6,0
com.iluwatar.aggregator.microservices.ProductInventoryClient,0,1,0
com.iluwatar.mediator.Action,1,2,0
com.iluwatar.hexagonal.banking.WireTransfers,0,3,3
concreteextensions.SergeantTest,6,1,0
com.iluwatar.flux.action.MenuItem,0,2,0
com.iluwatar.eda.framework.EventDispatcher,2,4,0
com.iluwatar.ambassador.RemoteServiceInterface,0,1,0
com.iluwatar.hexagonal.database.InMemoryTicketRepositoryTest,6,2,0
com.iluwatar.combinator.Finder,1,5,10
com.iluwatar.saga.choreography.Service,5,11,7
com.iluwatar.layers.Runner,12,6,0
com.iluwatar.commander.exceptions.PaymentDetailsErrorException,0,0,0
com.iluwatar.compositeentity.PersistenceTest,4,2,0
com.iluwatar.transactionscript.App,6,9,21
com.iluwatar.visitor.Unit,2,2,0
com.iluwatar.RegisterWorker,6,10,10
com.iluwatar.facade.DwarvenMineWorker$Action,0,0,0
units.CommanderUnitTest,2,1,0
com.iluwatar.acyclicvisitor.Zoom,4,3,1
com.iluwatar.factory.method.WeaponType,1,1,0
com.iluwatar.abstractdocument.App,6,1,0
com.iluwatar.typeobject.CandyGameTest,5,5,1
com.iluwatar.gameloop.GameLoopTest$Anonymous1,0,1,0
com.iluwatar.guarded.suspension.GuardedQueueTest,3,3,1
com.iluwatar.identitymap.PersonFinder,6,3,0
com.iluwatar.flyweight.PotionFactory,2,9,0
com.iluwatar.api.gateway.ApiGateway,7,2,0
com.iluwatar.subclasssandbox.App,3,1,0
com.iluwatar.domainmodel.AppTest,2,1,0
com.iluwatar.model.view.intent.actions.AdditionCalculatorAction,1,1,0
com.iluwatar.dao.InMemoryCustomerDaoTest,3,3,1
com.iluwatar.typeobject.Candy$Type,0,0,0
com.iluwatar.throttling.timer.ThrottleTimerImpl,2,2,0
com.iluwatar.typeobject.App,3,5,0
com.iluwatar.async.method.invocation.ThreadAsyncExecutorTest,11,15,12
com.iluwatar.bytecode.App,4,1,0
com.iluwatar.identitymap.IdentityMap,3,6,0
com.iluwatar.leaderelection.ring.RingApp,5,1,0
com.iluwatar.prototype.Warlord,4,1,0
com.iluwatar.iterator.bst.BstIterator,4,6,0
com.iluwatar.memento.StarType,0,2,0
com.iluwatar.resource.acquisition.is.initialization.AppTest,2,1,0
com.iluwatar.cqrs.util.HibernateUtil,5,3,1
