class,cbo,wmc,lcom
com.iluwatar.balking.WashingMachineState,0,0,0
units.SergeantUnit,3,3,1
com.iluwatar.client.session.ServerTest,3,1,0
com.iluwatar.servicelayer.spell.Spell,11,3,1
com.iluwatar.metamapping.AppTest,2,1,0
com.iluwatar.nullobject.AppTest,2,1,0
com.iluwatar.factory.method.FactoryMethodTest,8,5,10
com.iluwatar.abstractfactory.ElfKingdomFactory,7,3,3
com.iluwatar.separatedinterface.AppTest,2,1,0
com.iluwatar.intercepting.filter.FilterTest,9,3,3
com.iluwatar.monostate.Server,3,2,0
com.iluwatar.specification.selector.MassEqualSelector,3,2,0
com.iluwatar.facade.DwarvenGoldDigger,3,2,1
com.iluwatar.multiton.NazgulEnumTest,3,1,0
units.Unit,3,2,1
com.iluwatar.tablemodule.UserTableModule,2,6,0
com.iluwatar.acyclicvisitor.App,4,1,0
com.iluwatar.transactionscript.Hotel,3,7,0
com.iluwatar.transactionscript.HotelDaoImplTest$ConnectionSuccess,4,1,0
com.iluwatar.lockableobject.Lockable,1,5,10
com.iluwatar.repository.AppConfig,14,5,10
com.iluwatar.commander.Order$PaymentStatus,0,0,0
com.iluwatar.partialresponse.App,4,1,0
com.iluwatar.producer.consumer.ConsumerTest,4,3,0
com.iluwatar.compositeentity.App,3,2,1
com.iluwatar.stepbuilder.CharacterStepBuilderTest,9,6,15
org.dirty.flag.DirtyFlagTest,2,2,1
com.iluwatar.leaderfollowers.TaskHandlerTest,3,1,0
com.iluwatar.property.Prototype,1,4,6
com.iluwatar.strategy.DragonSlayerTest,3,2,1
com.iluwatar.caching.database.VirtualDb,3,7,3
com.iluwatar.specialcase.InvalidUser,3,2,0
com.iluwatar.commander.Retry$Operation,0,1,0
com.iluwatar.lazy.loading.Heavy,1,2,0
com.iluwatar.dao.DbCustomerDao$Anonymous1,1,3,0
AsynchronousHealthCheckerTest,11,12,0
com.iluwatar.mute.App,5,6,15
com.iluwatar.NotificationError,2,1,0
com.iluwatar.event.aggregator.LordBaelishTest,2,1,0
com.iluwatar.lockableobject.TheSwordOfAragornTest,4,2,1
com.iluwatar.servicelayer.spellbook.SpellbookDaoImpl,8,3,0
com.iluwatar.layers.view.CakeViewImplTest,10,3,0
com.iluwatar.exception.ApplicationException,0,1,0
com.iluwatar.privateclassdata.AppTest,2,1,0
com.iluwatar.proxy.WizardTest,2,1,0
com.iluwatar.proxy.IvoryTower,3,1,0
com.iluwatar.image.microservice.ImageControllerTest,2,1,0
com.iluwatar.builder.HairType,1,1,0
com.iluwatar.intercepting.filter.Order,4,0,0
com.iluwatar.callback.AppTest,2,1,0
com.iluwatar.command.Goblin,1,2,1
com.iluwatar.servicelocator.InitContext,2,3,0
com.iluwatar.commander.queue.QueueDatabase,3,5,0
com.iluwatar.masterworker.system.systemworkers.Worker,5,6,7
com.iluwatar.hexagonal.AppTest,2,1,0
com.iluwatar.reactor.app.LoggingHandler,6,6,4
com.iluwatar.event.aggregator.KingJoffreyTest$InMemoryAppender,3,4,0
com.iluwatar.leaderelection.bully.BullyAppTest,2,1,0
com.iluwatar.doublechecked.locking.InventoryTest$InMemoryAppender,3,3,1
com.iluwatar.pageobject.pages.Page,1,2,1
com.iluwatar.presentationmodel.View,3,5,0
com.iluwatar.reactor.framework.AbstractNioChannel,4,11,12
com.iluwatar.factory.CoinType,3,0,0
com.iluwatar.acyclicvisitor.HayesTest,5,2,1
com.iluwatar.ambassador.ServiceAmbassador,4,8,6
com.iluwatar.updatemethod.App,4,2,0
com.iluwatar.model.view.intent.actions.MultiplicationCalculatorAction,1,1,0
com.iluwatar.filterer.threat.SimpleThreatAwareSystem,7,5,6
abstractextensions.CommanderExtension,1,1,0
com.iluwatar.corruption.system.modern.ModernStore,3,0,0
com.iluwatar.collectionpipeline.ImperativeProgramming,3,12,6
com.iluwatar.leaderelection.bully.BullyApp,5,1,0
com.iluwatar.servicelayer.wizard.WizardDao,2,1,0
com.iluwatar.retry.BusinessOperation,1,1,0
com.iluwatar.eda.event.UserCreatedEventTest,4,1,0
com.iluwatar.model.view.intent.actions.DivisionCalculatorAction,1,1,0
com.iluwatar.saga.orchestration.SagaOrchestratorInternallyTest$Service1,2,3,3
com.iluwatar.bridge.Hammer,4,4,0
com.iluwatar.health.check.CustomHealthIndicator,13,10,3
com.iluwatar.saga.orchestration.SagaOrchestratorInternallyTest$Service4,2,3,3
com.iluwatar.health.check.GarbageCollectionHealthIndicator,8,10,10
com.iluwatar.saga.orchestration.SagaOrchestratorInternallyTest$Service2,2,3,3
abstractextensions.SergeantExtension,1,1,0
com.iluwatar.saga.orchestration.SagaOrchestratorInternallyTest$Service3,2,3,3
com.iluwatar.eda.framework.EventDispatcherTest,7,1,0
com.iluwatar.corruption.system.modern.Customer,2,0,0
com.iluwatar.dependency.injection.Wizard,0,1,0
com.iluwatar.model.view.controller.Nourishment,1,1,0
com.iluwatar.RegisterWorkerService,2,1,0
com.iluwatar.servicetoworker.GiantView,2,1,0
com.iluwatar.interpreter.PlusExpressionTest,3,2,1
crtp.Fighter,1,1,0
com.iluwatar.dependency.injection.SecondBreakfastTobacco,1,0,0
com.iluwatar.decorator.ClubbedTroll,3,3,0
com.iluwatar.hexagonal.test.LotteryTestUtils,5,2,1
service.CakeBakingServiceImpl,15,27,0
com.iluwatar.observer.generic.GenWeather,5,2,0
com.iluwatar.commander.exceptions.DatabaseUnavailableException,0,0,0
com.iluwatar.reactor.app.ReactorTest,6,4,1
com.iluwatar.promise.Promise$TransformAction,4,3,0
com.iluwatar.circuitbreaker.RemoteService,0,1,0
com.iluwatar.dependency.injection.TobaccoModule,3,1,0
GarbageCollectionHealthIndicatorTest,5,5,0
com.iluwatar.hexagonal.domain.LotteryNumbers$RandomNumberGenerator,0,2,0
com.iluwatar.databus.DataBusTest,6,3,1
com.iluwatar.event.aggregator.EventEmitterTest,7,8,0
com.iluwatar.state.Mammoth,4,6,0
com.iluwatar.front.controller.View,0,1,0
com.iluwatar.reactor.framework.NioReactor$ChangeKeyOpsCommand,0,3,0
com.iluwatar.parameter.object.AppTest,2,1,0
com.iluwatar.registry.App,4,1,0
com.iluwatar.client.session.App,3,1,0
com.iluwatar.doubledispatch.constants.AppConstants,0,0,0
com.iluwatar.model.view.presenter.FileSelectorView,1,9,36
com.iluwatar.mediator.Party,2,2,1
com.iluwatar.observer.HobbitsTest,2,2,1
com.iluwatar.hexagonal.mongo.MongoConnectionPropertiesLoader,1,3,0
com.iluwatar.observer.WeatherType,1,2,1
com.iluwatar.masterworker.ArrayUtilityMethods,3,14,6
com.iluwatar.eda.handler.UserUpdatedEventHandler,3,1,0
com.iluwatar.spatialpartition.QuadTree,3,13,0
com.iluwatar.poison.pill.SimpleMessage,2,5,2
com.iluwatar.state.MammothTest,6,4,0
com.iluwatar.RegisterWorkerFormTest,2,2,0
com.iluwatar.spatialpartition.Rect,2,11,0
com.iluwatar.trampoline.TrampolineApp,3,3,1
com.iluwatar.slob.dbservice.DatabaseService,3,10,0
com.iluwatar.databus.data.StartingData,5,1,0
com.iluwatar.flyweight.PotionType,0,0,0
com.iluwatar.hexagonal.domain.LotteryTicketId,3,2,0
com.iluwatar.roleobject.Customer,4,6,15
com.iluwatar.gameloop.GameLoop,3,9,5
com.iluwatar.monad.AppTest,2,1,0
com.iluwatar.tolerantreader.RainbowFishSerializerTest,6,3,0
com.iluwatar.twin.BallItem,4,4,3
com.iluwatar.servicetoworker.Action,6,5,0
com.iluwatar.promise.PromiseTest,6,19,0
com.iluwatar.observer.generic.Race,4,0,0
com.iluwatar.execute.around.App,3,2,0
com.iluwatar.caching.LruCache,4,23,2
com.iluwatar.delegation.simple.printers.CanonPrinter,2,1,0
com.iluwatar.hexagonal.domain.LotteryService,9,5,0
com.iluwatar.entity.Car,6,2,1
com.iluwatar.prototype.ElfMage,4,2,0
com.iluwatar.doubledispatch.RectangleTest,2,3,3
com.iluwatar.proxy.WizardTowerProxyTest,7,3,0
com.iluwatar.doubledispatch.FlamingAsteroid,2,2,1
com.iluwatar.dao.DbCustomerDaoTest,4,4,4
com.iluwatar.entity.Vehicle,9,2,0
com.iluwatar.prototype.ElfBeast,4,2,0
com.iluwatar.reactor.framework.NioServerSocketChannel,4,7,13
com.iluwatar.proxy.App,3,1,0
com.iluwatar.queue.load.leveling.MessageTest,2,1,0
com.iluwatar.currying.AppTest,2,1,0
com.iluwatar.privateclassdata.ImmutableStewTest,5,5,0
com.iluwatar.doublechecked.locking.Item,0,0,0
com.iluwatar.component.component.inputcomponent.InputComponent,1,1,0
com.iluwatar.separatedinterface.App,4,1,0
units.SoldierUnit,3,3,1
com.iluwatar.business.delegate.App,5,1,0
Guard,2,1,0
com.iluwatar.chain.OrcKingTest,3,1,0
com.iluwatar.halfsynchalfasync.AsynchronousServiceTest,4,4,0
com.iluwatar.lazy.loading.HolderThreadSafe,2,3,1
com.iluwatar.templatemethod.StealingMethodTest,7,7,0
com.iluwatar.visitor.UnitTest,5,3,1
com.iluwatar.fluentinterface.fluentiterable.FluentIterableTest,3,14,78
com.iluwatar.monitor.BankTest,5,8,0
com.iluwatar.model.view.controller.GiantController,5,8,0
com.iluwatar.compositeentity.AppTest,2,1,0
com.iluwatar.acyclicvisitor.ModemVisitor,0,0,0
com.iluwatar.pageobject.LoginPage,9,8,0
com.iluwatar.currying.Genre,0,0,0
com.iluwatar.singleton.BillPughImplementationTest,2,1,0
com.iluwatar.fanout.fanin.FanOutFanIn,2,1,0
com.iluwatar.cqrs.domain.model.Author,6,2,1
com.iluwatar.caching.LruCache$Node,2,1,0
com.iluwatar.registry.CustomerRegistryTest,4,3,0
com.iluwatar.singleton.InitializingOnDemandHolderIdiom,1,2,1
com.iluwatar.model.view.presenter.FileSelectorPresenterTest,5,8,0
com.iluwatar.hexagonal.eventlog.StdOutEventLog,3,5,10
com.iluwatar.pageobject.pages.AlbumPage,9,13,0
com.iluwatar.observer.Orcs,3,1,0
com.iluwatar.flux.store.Store,2,3,1
com.iluwatar.object.pool.App,4,1,0
com.iluwatar.gameloop.FrameBasedGameLoop,3,3,1
com.iluwatar.facade.DwarvenTunnelDigger,3,2,1
com.iluwatar.abstractdocument.DomainTest,7,2,1
com.iluwatar.singleton.App,7,1,0
com.iluwatar.intercepting.filter.App,7,1,0
com.iluwatar.model.view.controller.GiantViewTest,7,3,0
com.iluwatar.hexagonal.administration.ConsoleAdministrationSrv,0,3,3
com.iluwatar.iterator.list.Item,4,1,0
com.iluwatar.event.sourcing.domain.Account,9,14,11
abstractextensions.UnitExtension,0,0,0
com.iluwatar.pipeline.ConvertToCharArrayHandler,4,1,0
com.iluwatar.domainmodel.Customer,10,15,0
com.iluwatar.observer.Hobbits,3,1,0
com.iluwatar.hexagonal.administration.ConsoleAdministrationSrvImpl,4,4,0
com.iluwatar.hexagonal.eventlog.MongoEventLogTest,7,3,0
com.iluwatar.saga.choreography.ServiceDiscoveryService,2,4,0
com.iluwatar.leaderelection.Instance,1,3,3
com.iluwatar.datatransfer.product.ProductDto$Request$Create,5,8,20
com.iluwatar.datatransfer.App,7,2,1
com.iluwatar.event.aggregator.LordVarys,5,5,6
com.iluwatar.factory.method.OrcBlacksmith,4,3,1
com.iluwatar.saga.orchestration.SagaOrchestrator,9,10,0
com.iluwatar.lazy.loading.Java8Holder$1HeavyFactory,1,1,0
com.iluwatar.balking.WashingMachine,4,6,0
com.iluwatar.prototype.Mage,4,1,0
com.iluwatar.circuitbreaker.CircuitBreaker,1,5,10
com.iluwatar.async.method.invocation.ThreadAsyncExecutor,6,5,3
com.iluwatar.hexagonal.database.MongoTicketRepository,11,13,13
com.iluwatar.flux.dispatcher.Dispatcher,7,5,4
com.iluwatar.sessionserver.LogoutHandler,4,7,0
com.iluwatar.pipeline.PipelineTest,6,1,0
com.iluwatar.specification.creature.AbstractCreature,5,7,0
com.iluwatar.parameter.object.ParameterObject$Builder,3,5,10
com.iluwatar.databus.Member,1,1,0
com.iluwatar.compositeview.JavaBeansTest,3,7,21
com.iluwatar.prototype.OrcBeast,4,2,0
com.iluwatar.flux.action.ActionType,0,0,0
com.iluwatar.abstractfactory.ElfCastle,1,1,0
com.iluwatar.event.asynchronous.LongRunningEventException,0,1,0
com.iluwatar.gateway.App,6,2,0
com.iluwatar.nullobject.TreeTest$InMemoryAppender,3,4,0
com.iluwatar.commander.exceptions.IsEmptyException,0,0,0
com.iluwatar.state.App,1,1,0
com.iluwatar.queue.load.leveling.Message,2,1,0
com.iluwatar.flyweight.HolyWaterPotion,2,1,0
com.iluwatar.arrangeactassert.CashAntiAAATest,2,1,0
com.iluwatar.bridge.HammerTest,4,1,0
com.iluwatar.acyclicvisitor.ZoomVisitor,2,1,0
com.iluwatar.model.view.intent.actions.CalculatorAction,0,1,0
com.iluwatar.bytecode.AppTest,2,1,0
com.iluwatar.visitor.SoldierVisitorTest,2,1,0
com.iluwatar.model.view.intent.CalculatorView,9,6,0
com.iluwatar.leaderelection.MessageTest,2,2,1
com.iluwatar.model.view.controller.GiantView,2,1,0
com.iluwatar.client.session.Request,3,0,0
com.iluwatar.typeobject.CellPoolTest,2,6,0
com.iluwatar.front.controller.FrontController,1,2,0
com.iluwatar.hexagonal.domain.LotteryUtils,4,4,1
com.iluwatar.idempotentconsumer.App,8,3,1
com.iluwatar.dependency.injection.SimpleWizardTest,6,3,0
com.iluwatar.resource.acquisition.is.initialization.ClosableTest,7,3,0
com.iluwatar.compositeentity.DependentObject,3,0,0
com.iluwatar.mediator.PartyMember,2,3,3
com.iluwatar.hexagonal.domain.LotteryConstants,0,1,0
com.iluwatar.stepbuilder.CharacterStepBuilder$BuildStep,1,1,0
com.iluwatar.serializedentity.AppTest,2,1,0
com.iluwatar.filterer.threat.Threat,1,3,3
com.iluwatar.collectionpipeline.FunctionalProgramming,3,5,6
com.iluwatar.OptimisticLockTest,6,3,0
dto.CakeLayerInfo,0,3,0
com.iluwatar.corruption.system.modern.ModernOrder,4,0,0
com.iluwatar.lockableobject.domain.CreatureType,0,0,0
com.iluwatar.order.microservice.OrderController,6,2,0
com.iluwatar.balking.App,2,4,0
com.iluwatar.page.controller.SignupController,8,3,1
com.iluwatar.promise.AppTest,1,1,0
com.iluwatar.hexagonal.database.MongoTicketRepositoryTest,10,4,0
com.iluwatar.abstractdocument.domain.enums.Property,0,0,0
com.iluwatar.event.aggregator.EventTest,2,1,0
com.iluwatar.payment.microservice.ProductControllerTest,4,3,0
com.iluwatar.command.App,3,1,0
units.SoldierUnitTest,2,1,0
com.iluwatar.singleton.ThreadSafeLazyLoadedIvoryTowerTest,2,1,0
com.iluwatar.saga.orchestration.Saga,2,7,0
com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable$Anonymous5$Anonymous6,2,7,0
com.iluwatar.factory.GoldCoin,1,1,0
com.iluwatar.combinator.CombinatorApp,4,2,1
com.iluwatar.strangler.HalfSource,2,3,0
com.iluwatar.factory.CopperCoin,1,1,0
com.iluwatar.saga.orchestration.SagaOrchestratorInternallyTest,11,3,3
com.iluwatar.corruption.system.legacy.LegacyOrder,2,0,0
com.iluwatar.flux.store.MenuStoreTest,6,1,0
com.iluwatar.fanout.fanin.SquareNumberRequest,3,2,0
com.iluwatar.reactor.framework.SameThreadDispatcher,2,2,1
com.iluwatar.composite.AppTest,2,1,0
com.iluwatar.entity.Freighter,6,2,0
com.iluwatar.specification.creature.Dragon,2,2,1
com.iluwatar.bytecode.Instruction,3,3,0
com.iluwatar.facade.DwarvenGoldmineFacadeTest,6,3,0
com.iluwatar.poison.pill.SimpleMessageQueue,2,3,0
com.iluwatar.async.method.invocation.AsyncExecutor,3,3,3
com.iluwatar.singleton.BillPughImplementation$InstanceHolder,1,0,0
com.iluwatar.parameter.object.SortOrder,1,1,0
com.iluwatar.factory.method.Weapon,1,1,0
com.iluwatar.queue.load.leveling.App,4,3,0
com.iluwatar.abstractdocument.AbstractDocument,3,8,3
com.iluwatar.virtual.proxy.RealVideoObject,4,3,3
com.iluwatar.intercepting.filter.ContactFilter,2,4,0
com.iluwatar.repository.VehicleRepository,2,0,0
com.iluwatar.doubledispatch.SpaceStationMirTest,7,6,15
com.iluwatar.idempotentconsumer.AppTest,7,2,1
com.iluwatar.visitor.Soldier,2,3,3
com.iluwatar.prototype.PrototypeTest,10,2,1
com.iluwatar.flux.app.AppTest,2,1,0
com.iluwatar.singleton.EnumIvoryTower,0,1,0
com.iluwatar.poison.pill.MessageQueue,2,0,0
com.iluwatar.fluentinterface.fluentiterable.simple.SimpleFluentIterableTest,3,1,0
com.iluwatar.commander.queue.Queue$Node,2,1,0
com.iluwatar.dynamicproxy.AlbumInvocationHandler,2,2,0
com.iluwatar.api.gateway.App,2,1,0
com.iluwatar.reactor.framework.NioDatagramChannel$DatagramPacket,2,1,0
com.iluwatar.event.asynchronous.InvalidOperationException,0,1,0
com.iluwatar.servicelayer.magic.MagicService,3,5,10
com.iluwatar.arrangeactassert.Cash,1,4,0
com.iluwatar.converter.ConverterTest,6,4,0
com.iluwatar.poison.pill.SimpleMessageTest,2,2,1
com.iluwatar.virtual.proxy.App,2,1,0
com.iluwatar.serializedentity.CountryTest,3,6,3
com.iluwatar.mute.CheckedRunnable,0,1,0
com.iluwatar.observer.generic.Observer,5,1,0
com.iluwatar.strategy.SpellStrategy,2,1,0
com.iluwatar.adapter.Captain,4,1,0
com.iluwatar.component.AppTest,2,1,0
com.iluwatar.masterworker.system.systemworkers.ArrayTransposeWorker,5,4,1
com.iluwatar.presentationmodel.AlbumTest,2,4,6
com.iluwatar.dao.DbCustomerDaoTest$ConnectionSuccess$ExistingCustomer,5,3,3
com.iluwatar.event.asynchronous.MaxNumOfEventsAllowedException,0,1,0
com.iluwatar.presentationmodel.PresentationModel,4,16,0
com.iluwatar.flux.store.ContentStoreTest,6,1,0
com.iluwatar.observer.App,8,1,0
com.iluwatar.health.check.App,4,1,0
entity.CakeTopping,11,2,0
com.iluwatar.health.check.CpuHealthIndicator,9,6,0
com.iluwatar.acyclicvisitor.ConfigureForUnixVisitor,3,1,0
com.iluwatar.eda.framework.Event,0,1,0
com.iluwatar.information.microservice.InformationControllerTest,2,1,0
com.iluwatar.serializedentity.CountryDao,0,2,1
com.iluwatar.objectmother.test.RoyaltyObjectMotherTest,4,6,15
com.iluwatar.async.method.invocation.App$Anonymous1,2,2,1
com.iluwatar.lockableobject.domain.Elf,1,1,0
com.iluwatar.acyclicvisitor.AppTest,2,1,0
com.iluwatar.poison.pill.ProducerTest,4,3,1
com.iluwatar.composite.Sentence,2,2,1
com.iluwatar.sharding.HashShardManager,5,3,1
com.iluwatar.tablemodule.UserTableModuleTest,7,7,15
com.iluwatar.domainmodel.CustomerDaoImpl,3,7,0
com.iluwatar.interpreter.NumberExpressionTest,5,3,3
com.iluwatar.cqrs.commandes.CommandServiceImpl,6,11,0
com.iluwatar.logaggregation.LogAggregator,5,13,2
com.iluwatar.circuitbreaker.App,5,2,0
com.iluwatar.gameloop.GameControllerTest,4,4,0
com.iluwatar.currying.Book$AddGenre,2,1,0
com.iluwatar.poison.pill.App,3,1,0
com.iluwatar.queue.load.leveling.AppTest,2,1,0
com.iluwatar.aggregator.microservices.App,2,1,0
IntegrationTest,9,2,0
com.iluwatar.doublechecked.locking.App,3,3,0
com.iluwatar.caching.CacheStore,5,22,0
com.iluwatar.multiton.Nazgul,3,3,0
com.iluwatar.iterator.list.ItemType,0,0,0
com.iluwatar.caching.constants.CachingConstants,0,1,0
com.iluwatar.dynamicproxy.AlbumService,7,5,10
com.iluwatar.strategy.App,5,1,0
com.iluwatar.flyweight.InvisibilityPotion,2,1,0
com.iluwatar.intercepting.filter.NameFilter,2,5,0
com.iluwatar.event.aggregator.KingsHandTest,6,2,1
com.iluwatar.dirtyflag.DataFetcher,2,6,1
com.iluwatar.factory.method.AppTest,2,1,0
com.iluwatar.commander.CommanderTest,22,76,0
com.iluwatar.roleobject.InvestorRole,3,1,0
com.iluwatar.dao.Customer,6,0,0
com.iluwatar.sessionserver.LoginHandlerTest,6,2,0
com.iluwatar.idempotentconsumer.Request,5,2,0
com.iluwatar.specification.creature.KillerBee,2,2,1
com.iluwatar.promise.PromiseTest$NumberCrunchingTask,0,1,0
com.iluwatar.execute.around.SimpleFileWriter,2,1,0
com.iluwatar.abstractfactory.App,7,3,1
com.iluwatar.halfsynchalfasync.AppTest,1,1,0
com.iluwatar.property.Character$Anonymous1,1,4,6
com.iluwatar.abstractdocument.domain.HasModel,1,1,0
com.iluwatar.interpreter.PlusExpression,1,3,1
com.iluwatar.commander.employeehandle.EmployeeDatabase,2,2,0
com.iluwatar.hexagonal.banking.MongoBankTest,9,5,0
com.iluwatar.servicetoworker.App,6,1,0
com.iluwatar.gateway.GatewayFactory,1,2,0
com.iluwatar.transactionscript.HotelDaoImplTest$ConnectionSuccess$NonExistingRoom,5,5,6
com.iluwatar.repository.PersonSpecifications$NameEqualSpec,5,2,0
com.iluwatar.specification.property.Movement,0,2,0
com.iluwatar.mediator.Rogue,1,1,0
com.iluwatar.servicelayer.app.AppTest,4,2,1
com.iluwatar.leaderelection.AbstractMessageManager,2,4,0
com.iluwatar.updatemethod.Skeleton,1,6,0
com.iluwatar.health.check.DatabaseTransactionHealthIndicator,11,3,0
com.iluwatar.event.sourcing.event.DomainEvent,3,1,0
com.iluwatar.front.controller.CatapultView,2,1,0
com.iluwatar.spatialpartition.BubbleTest,3,8,6
com.iluwatar.unitofwork.AppTest,2,1,0
com.iluwatar.callback.Task,2,2,1
com.iluwatar.observer.utils.InMemoryAppender,3,5,4
com.iluwatar.combinator.FinderTest,2,1,0
com.iluwatar.domainmodel.Product,9,6,1
com.iluwatar.event.aggregator.LordVarysTest,2,1,0
com.iluwatar.pageobject.AlbumListPage,7,8,0
com.iluwatar.databus.members.MessageCollectorMember,5,5,2
com.iluwatar.data.locality.game.component.Component,0,2,1
com.iluwatar.datatransfer.product.ProductDto$Response$Private,5,9,12
com.iluwatar.App,1,1,0
com.iluwatar.eda.framework.Handler,1,1,0
com.iluwatar.tablemodule.User,5,0,0
com.iluwatar.dependency.injection.AdvancedSorceress,3,1,0
com.iluwatar.caching.database.DbManager,1,6,15
com.iluwatar.cqrs.queries.QueryServiceImpl,6,5,0
com.iluwatar.identitymap.PersonFinderTest,5,3,3
com.iluwatar.abstractdocument.domain.HasType,1,1,0
com.iluwatar.entity.Train,6,2,1
com.iluwatar.templatemethod.StealingMethodTest$InMemoryAppender,3,5,0
com.iluwatar.singleton.SingletonTest,4,4,0
com.iluwatar.gameloop.FrameBasedGameLoopTest,5,3,0
com.iluwatar.api.gateway.MobileProduct,2,0,0
com.iluwatar.updatemethod.World,3,11,10
com.iluwatar.masterworker.system.systemmaster.Master,5,15,25
com.iluwatar.specialcase.ApplicationServicesImpl,6,3,1
com.iluwatar.abstractfactory.OrcCastle,1,1,0
com.iluwatar.versionnumber.Book,3,2,1
com.iluwatar.balking.AppTest,2,1,0
com.iluwatar.lazy.loading.HolderThreadSafeTest,3,2,0
com.iluwatar.stepbuilder.App,9,1,0
com.iluwatar.pageobject.AlbumListPageTest,5,2,0
com.iluwatar.queue.load.leveling.TaskGenerator,5,6,0
com.iluwatar.flux.action.ContentTest,2,2,0
com.iluwatar.corruption.system.legacy.LegacyShop,5,2,0
com.iluwatar.throttling.App,6,5,1
com.iluwatar.repository.AppTest,2,1,0
com.iluwatar.typeobject.JsonParser,5,9,0
com.iluwatar.interpreter.App,4,5,3
com.iluwatar.masterworker.system.systemmaster.ArrayTransposeMaster,5,6,3
com.iluwatar.typeobject.CellTest,4,4,1
com.iluwatar.unitofwork.UnitActions,2,0,0
com.iluwatar.cqrs.dto.Author,5,0,0
com.iluwatar.servicelocator.AppTest,2,1,0
com.iluwatar.unitofwork.WeaponDatabase,1,3,3
com.iluwatar.servicetoworker.DispatcherTest,6,5,1
com.iluwatar.mediator.PartyImplTest,3,1,0
com.iluwatar.command.Size,1,1,0
com.iluwatar.data.locality.game.component.PhysicsComponent,2,2,1
com.iluwatar.unitofwork.ArmsDealerTest,4,9,0
com.iluwatar.databus.DataType,1,2,1
com.iluwatar.event.sourcing.event.MoneyTransferEvent,6,2,0
com.iluwatar.builder.AppTest,2,1,0
com.iluwatar.typeobject.Cell,5,9,4
com.iluwatar.poison.pill.ConsumerTest$InMemoryAppender,3,3,1
com.iluwatar.servicelayer.spellbook.SpellbookDaoImplTest,6,3,1
com.iluwatar.adapter.AdapterPatternTest,5,2,0
com.iluwatar.order.microservice.Main,2,1,0
com.iluwatar.spatialpartition.App,6,8,3
com.iluwatar.specification.selector.SizeSelectorTest,3,1,0
com.iluwatar.specification.selector.ColorSelector,3,2,0
com.iluwatar.featuretoggle.user.UserGroupTest,3,4,6
com.iluwatar.observer.generic.GenHobbits,4,1,0
com.iluwatar.mediator.AppTest,2,1,0
com.iluwatar.specialcase.App,6,1,0
com.iluwatar.datamapper.Student,6,0,0
com.iluwatar.order.microservice.OrderControllerTest,7,3,1
com.iluwatar.prototype.Beast,4,1,0
com.iluwatar.collectingparameter.CollectingParameterTest,5,1,0
com.iluwatar.repository.Person,8,1,0
com.iluwatar.stepbuilder.CharacterStepBuilder$AbilityStep,2,3,3
com.iluwatar.updatemethod.SkeletonTest,4,6,0
com.iluwatar.dependency.injection.AdvancedSorceressTest,9,3,0
com.iluwatar.dependency.injection.SimpleWizard,3,1,0
com.iluwatar.hexagonal.banking.InMemoryBank,1,5,0
com.iluwatar.strangler.HalfSourceTest,2,2,0
com.iluwatar.interpreter.MinusExpressionTest,3,2,1
com.iluwatar.model.view.presenter.FileSelectorPresenter,2,9,0
com.iluwatar.slob.lob.Plant,8,3,0
com.iluwatar.abstractdocument.domain.HasParts,2,1,0
com.iluwatar.price.microservice.PriceApplication,2,1,0
com.iluwatar.currying.Book$AddAuthor,1,1,0
com.iluwatar.leaderelection.ring.RingAppTest,2,1,0
com.iluwatar.dao.CustomerTest,3,8,0
dao.CakeToppingDao,2,0,0
com.iluwatar.observer.WeatherObserverTest,9,5,0
com.iluwatar.monad.App,3,3,0
com.iluwatar.reactor.framework.NioDatagramChannel,5,7,19
com.iluwatar.servicelayer.spell.SpellDaoImplTest,6,3,1
com.iluwatar.caching.AppManager,6,17,0
com.iluwatar.facade.DwarvenGoldmineFacade,6,5,0
com.iluwatar.domainmodel.App,4,4,6
com.iluwatar.model.view.presenter.AppTest,2,1,0
com.iluwatar.multiton.AppTest,2,1,0
com.iluwatar.caching.AppTest,2,1,0
com.iluwatar.hexagonal.domain.LotteryAdministration,9,8,0
com.iluwatar.cqrs.constants.AppConstants,0,0,0
com.iluwatar.commander.exceptions.ShippingNotPossibleException,0,0,0
com.iluwatar.event.asynchronous.EventDoesNotExistException,0,1,0
com.iluwatar.doubledispatch.SpaceStationIssTest,7,6,15
com.iluwatar.saga.choreography.OrderService,2,2,1
com.iluwatar.serializedentity.Country,5,0,0
com.iluwatar.builder.Armor,1,1,0
LoginPageTest,5,2,0
com.iluwatar.adapter.AppTest,2,1,0
com.iluwatar.throttling.Bartender,5,4,1
com.iluwatar.cqrs.app.App,6,1,0
com.iluwatar.bridge.WeaponTest,2,1,0
com.iluwatar.dao.App,7,8,21
com.iluwatar.bridge.Sword,4,4,0
com.iluwatar.property.AppTest,2,1,0
MemoryHealthIndicatorTest,8,4,0
com.iluwatar.lazy.loading.AppTest,2,1,0
com.iluwatar.specification.creature.Creature,4,5,10
com.iluwatar.datatransfer.product.ProductDto$Response$Public,4,7,3
com.iluwatar.callback.SimpleTask,2,1,0
com.iluwatar.lockableobject.AppTest,3,2,1
com.iluwatar.health.check.MemoryHealthIndicator,8,6,1
com.iluwatar.commander.Retry,3,7,0
com.iluwatar.intercepting.filter.DepositFilter,2,3,0
com.iluwatar.specification.property.Size,0,2,0
