class,cbo,wmc,lcom
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_setMaxField,6,5,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateSynonymTest_1,3,1,0
com.alibaba.druid.bvt.sql.hive.HiveSelectTest_3_array,3,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateSynonymTest_2,3,1,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlStatementImpl,6,5,6
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_45_subquery_scalar_operand,4,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateSynonymTest_0,3,1,0
com.alibaba.druid.bvt.sql.oracle.select.OracleSelectTest87_bindvar,5,1,0
com.alibaba.druid.sql.dialect.oscar.visitor.OscarPermissionOutputVisitor,4,15,3
com.alibaba.druid.bvt.utils.MySqlUtilsTest,2,4,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_170_tddl_hint,4,3,3
com.alibaba.druid.bvt.sql.ShardingUnwrapTest,2,5,0
com.alibaba.druid.sql.repository.SchemaRepository$MySqlConsoleSchemaVisitor,14,12,66
com.alibaba.druid.sql.ast.statement.SQLDDLStatement$DDLObjectType,0,0,0
com.alibaba.druid.bvt.proxy.PreparedStatementTest,3,58,0
com.alibaba.druid.sql.dialect.db2.ast.stmt.DB2SelectQueryBlock,10,16,70
com.alibaba.druid.sql.dialect.hologres.parser.HologresSelectParser,3,1,0
com.alibaba.druid.pool.ha.MockDataSource,2,9,30
com.alibaba.druid.pool.ha.selector.RandomDataSourceRecoverThread,5,24,19
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlInsertStatement,6,42,240
com.alibaba.druid.sql.dialect.gaussdb.parser.GaussDbCreateTableParser,9,34,45
com.alibaba.druid.bvt.filter.EncodingConvertFilterTest2$MyResultSet,4,6,7
com.alibaba.druid.sql.OnlineSQLTest,7,19,8
com.alibaba.druid.stat.HistogramMemoryTest,2,2,0
com.alibaba.druid.bvt.support.http.UserAgentWin8IETest_2,2,1,0
com.alibaba.druid.bvt.pool.exception.OceanBaseOracleExceptionSorterTest,5,5,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowHMSMetaStatement,5,7,0
com.alibaba.druid.bvt.sql.odps.OdpsAsNumberFirstTest,1,1,0
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_setMaxRows,6,5,0
com.alibaba.druid.pvt.pool.Large10ConcurrentTest$Anonymous2,0,1,0
com.alibaba.druid.pvt.pool.Large10ConcurrentTest$Anonymous1,0,2,0
com.alibaba.druid.sql.dialect.mysql.ast.clause.ConditionValue$ConditionType,0,0,0
com.alibaba.druid.sql.parser.SQLSelectListCache,11,11,0
com.alibaba.druid.sql.dialect.redshift.parser.RedshiftLexer,4,2,1
com.alibaba.druid.bvt.sql.oracle.DesensitizationTest_createView,2,1,0
com.alibaba.druid.sql.dialect.oracle.parser.OracleProcedureDataType,4,8,5
com.alibaba.druid.bvt.sql.oceanbase.OceanbaseSelectTest_hierarchical_1,4,1,0
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTableSpaceTest,4,1,0
com.alibaba.druid.util.LRUCache,2,4,0
com.alibaba.druid.sql.dialect.oscar.ast.stmt.OscarSelectStatement,6,6,6
com.alibaba.druid.benckmark.proxy.sqlcase.SelectNow,2,5,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_169_not_between,3,2,1
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleForStatement,7,14,9
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateFunctionTest_1,3,1,0
com.alibaba.druid.sql.ast.statement.SQLCancelJobStatement,4,6,2
com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTriggerTest,4,1,0
com.alibaba.druid.sql.ast.statement.SQLAlterTableDropForeignKey,4,4,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest18,3,3,3
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest19,3,2,1
com.alibaba.druid.bvt.sql.oracle.LargeOrTest,6,4,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest16,4,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest17,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_311_issue,1,1,0
com.alibaba.druid.bvt.filter.wall.WallStatTest_blackList_syntaxError,4,3,3
com.alibaba.druid.sql.ast.statement.SQLAlterTableAlterIndex,14,53,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest21,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest22,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest20,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest25,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest26,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest23,3,1,0
com.alibaba.druid.bvt.sql.postgresql.issues.Issue5760,3,2,0
com.alibaba.druid.pool.vendor.NullExceptionSorter,2,3,3
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest24,3,1,0
com.alibaba.druid.bvt.filter.EncodingConvertFilterTest,9,3,0
com.alibaba.druid.pool.DruidAbstractDataSourceMBean,1,77,2926
com.alibaba.druid.bvt.sql.hive.HiveCreateTableTest_39_dla,2,1,0
com.alibaba.druid.bvt.sql.mysql.resolve.ResolveTest_1,10,4,0
com.alibaba.druid.pool.ha.node.ZookeeperNodeListenerTest$Anonymous2,1,2,0
com.alibaba.druid.bvt.sql.mysql.resolve.ResolveTest_0,9,6,0
com.alibaba.druid.pool.ha.node.ZookeeperNodeListenerTest$Anonymous1,1,2,0
com.alibaba.druid.support.http.stat.WebAppStat,10,249,4333
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest4,5,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest3,3,1,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlCreateTableSpaceStatement,5,37,232
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest6,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTestIssue5431,4,2,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest5,5,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest8,4,1,0
com.alibaba.druid.bvt.sql.oracle.issues.Issue5631,4,3,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest7,4,1,0
com.alibaba.druid.pool.ha.selector.RandomDataSourceSelectorWithValidationTest,10,14,0
com.alibaba.druid.pool.MaxWaitTest,2,3,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest9,4,1,0
com.alibaba.druid.stat.WebURIStatMemoryTest,3,4,1
com.alibaba.druid.sql.dialect.clickhouse.parser.CKExprParser,16,20,28
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest2,3,2,1
com.alibaba.druid.spring.boot3.autoconfigure.stat.DruidFilterConfiguration,13,9,36
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest1,3,5,10
com.alibaba.druid.bvt.filter.wall.WallStatTest_statMap,3,3,3
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest10,4,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest11,4,1,0
com.alibaba.druid.bvt.sql.postgresql.issues.Issue5752,4,4,0
com.alibaba.druid.bvt.filter.log.LogFilterTest,2,4,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_172_trim,3,11,55
com.alibaba.druid.stat.TableStat,0,48,485
com.alibaba.druid.sql.dialect.oracle.ast.clause.ModelClause$CellReferenceOption,0,3,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest14,4,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest15,4,1,0
com.alibaba.druid.support.logging.LogFactory,4,22,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest12,4,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest13,4,1,0
com.alibaba.druid.bvt.utils.Fnv64_lower_test,1,1,0
com.alibaba.druid.bvt.sql.mysql.MySqlDumpTest,4,1,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleCreateTableSpaceStatement,5,6,2
com.alibaba.druid.mysql.MySql_Failover_test,1,2,1
com.alibaba.druid.bvt.sql.oracle.pl.Oracle_pl_for_0,3,2,0
com.alibaba.druid.bvt.sql.oracle.pl.Oracle_pl_for_1,3,2,0
com.alibaba.druid.bvt.sql.oracle.pl.Oracle_pl_for_2,3,2,0
com.alibaba.druid.bvt.pool.Case0,3,1,0
com.alibaba.druid.pvt.pool.DiscardTest$Anonymous1,1,5,1
com.alibaba.druid.sql.dialect.mysql.ast.clause.ConditionValue,1,4,2
com.alibaba.druid.pool.ConcurrentTest2$Anonymous1,0,1,0
com.alibaba.druid.bvt.pool.Case3,2,2,0
com.alibaba.druid.pool.ConcurrentTest2$Anonymous2,0,3,0
com.alibaba.druid.bvt.pool.Case2,2,3,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest38,2,1,0
com.alibaba.druid.bvt.pool.Case1,3,1,0
com.alibaba.druid.sql.ast.SQLDataTypeImpl,11,183,416
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest43,2,2,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest44,2,2,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest41,2,3,3
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest42,2,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest47,2,1,0
com.alibaba.druid.bvt.sql.postgresql.issues.Issue5780,4,4,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest48,2,1,0
org.springframework.samples.petclinic.owner.PetTypeFormatter,6,5,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest45,2,2,1
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateTableUnitTest,4,2,0
com.alibaba.druid.bvt.sql.mysql.grant.MySqlGrantTest,4,1,0
com.alibaba.druid.bvt.pool.Case1$Anonymous1,0,2,0
com.alibaba.druid.bvt.sql.mysql.issues.Issue5421,8,4,1
com.alibaba.druid.sql.dialect.mysql.ast.statement.MysqlShowStcStatement,3,5,6
com.alibaba.druid.bvt.sql.eval.EvalMethodNowTest,1,1,0
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateFullTextTokenizeTest,3,5,10
com.alibaba.druid.bvt.pool.TestOracleWallJdbc3,9,4,0
com.alibaba.druid.sql.dialect.gaussdb.ast.GaussDbObject,4,3,1
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest29,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest27,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest28,3,1,0
com.alibaba.druid.sql.visitor.ParameterizedVisitor,3,6,15
com.alibaba.druid.sql.dialect.oscar.ast.OscarObject,2,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest32,3,1,0
com.alibaba.druid.bvt.sql.postgresql.issues.Issue4442,6,1,0
com.alibaba.druid.stat.JdbcTraceManager,2,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest33,3,3,3
com.alibaba.druid.sql.dialect.sqlserver.ast.expr.SQLServerObjectReferenceExpr,12,31,42
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest30,3,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_95_soundsLike,3,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest36,2,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest37,2,1,0
com.alibaba.druid.sql.test.TestUtils,6,26,45
com.alibaba.druid.bvt.sql.h2.H2_CreateTriggerTest_0,3,1,0
com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest,1,4,6
com.alibaba.druid.sql.ast.statement.SQLTableSourceImpl,13,60,357
com.alibaba.druid.bvt.pool.vendor.MySqlExceptionSorterTest_2,2,1,0
com.alibaba.druid.bvt.pool.vendor.MySqlExceptionSorterTest_1,2,6,0
com.alibaba.druid.pvt.pool.DiscardTest$Anonymous2,1,1,0
com.alibaba.druid.bvt.sql.oracle.pl.Oracle_pl_for_3,3,2,0
com.alibaba.druid.bvt.sql.oracle.pl.Oracle_pl_for_4,3,2,0
com.alibaba.druid.support.monitor.MonitorClient$Anonymous1,1,1,0
com.alibaba.druid.bvt.filter.wall.pg.PGWallTest1,1,1,0
com.alibaba.druid.bvt.filter.wall.pg.PGWallTest2,1,2,1
com.alibaba.druid.support.monitor.MonitorClient$Anonymous3,1,1,0
com.alibaba.druid.support.monitor.MonitorClient$Anonymous2,1,1,0
com.alibaba.druid.bvt.proxy.StatisticTest,2,2,1
com.alibaba.druid.sql.dialect.mysql.ast.expr.MySqlJSONTableExpr$Column,6,23,100
com.alibaba.druid.bvt.sql.eval.EvalMethodSinTest,1,5,3
com.alibaba.druid.bvt.proxy.InsertValues_2,3,1,0
com.alibaba.druid.bvt.proxy.InsertValues_1,3,1,0
com.alibaba.druid.sql.dialect.mysql.visitor.MySqlASTVisitor,183,358,63903
com.alibaba.druid.pool.ExeptionSorterTest,5,3,0
com.alibaba.druid.bvt.pool.DruidDataSourceTest_closeError$Anonymous1,2,1,0
com.alibaba.druid.bvt.sql.canal.CanalSQLSchemaTest,3,10,10
com.alibaba.druid.proxy.jdbc.DataSourceProxyImpl,11,40,240
com.alibaba.druid.sql.visitor.SchemaStatVisitor$PGOrderByStatVisitor,6,6,8
com.alibaba.druid.bvt.pool.DruidDataSourceTest_oracle2$Anonymous1,0,1,0
com.alibaba.druid.sql.dialect.snowflake.SnowflakeLexer,2,2,0
com.alibaba.druid.bvt.pool.TestGraceShutdown,3,4,1
com.alibaba.druid.spring.boot3.demo.web.UserController,6,1,0
com.alibaba.druid.stat.WebSessionStatTest,3,5,3
com.alibaba.druid.sql.visitor.functions.Least,7,12,1
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_113_time,4,1,0
com.alibaba.druid.sql.visitor.functions.Locate,5,7,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest49,2,1,0
com.alibaba.druid.proxy.demo.Demo1,1,1,0
com.alibaba.druid.admin.model.dto.WebResult$ContentBean,3,0,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest54,4,12,28
com.alibaba.druid.filter.logging.Log4j2FilterMBean,1,0,0
com.alibaba.druid.sql.repository.SchemaResolveVisitorFactory$SQLResolveVisitor,11,12,14
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest53,3,1,0
com.alibaba.druid.bvt.sql.postgresql.issues.Issue5710,4,3,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_106_hints,4,1,0
com.alibaba.druid.filter.config.ConfigTools,2,27,66
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest50,2,1,0
com.alibaba.druid.bvt.sql.oracle.select.OracleSelectTest83_number_negative,4,2,1
com.alibaba.druid.bvt.sql.oracle.visitor.OracleSchemaStatVisitorTest_Update,5,1,0
com.alibaba.druid.pool.ExceptionSorter,0,2,1
com.alibaba.druid.bvt.sql.SQLDialectTest,3,5,10
com.alibaba.druid.support.spring.stat.BeanTypeAutoProxyCreator,7,9,4
com.alibaba.druid.bvt.sql.clickhouse.CKResourceTest,2,2,1
com.alibaba.druid.bvt.sql.mysql.insert.MySqlInsertTest_16_hint,5,1,0
com.alibaba.druid.bvt.support.http.WebStatFilterTest2$Anonymous5,1,1,0
com.alibaba.druid.bvt.support.http.WebStatFilterTest2$Anonymous6,1,1,0
com.alibaba.druid.bvt.support.http.WebStatFilterTest2$Anonymous3,1,1,0
com.alibaba.druid.bvt.support.http.WebStatFilterTest2$Anonymous4,1,1,0
com.alibaba.druid.bvt.support.http.WebStatFilterTest2$Anonymous1,1,1,0
com.alibaba.druid.bvt.support.http.WebStatFilterTest2$Anonymous2,1,1,0
com.alibaba.druid.sql.ast.statement.SQLTableElement,2,1,0
com.alibaba.druid.bvt.sql.EqualTest_query,3,1,0
com.alibaba.druid.bvt.pool.TestDisable,3,5,1
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_6,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_7,7,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_4,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_5,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_8,7,1,0
com.alibaba.druid.sql.ast.statement.SQLAlterTableSetTableSpace,5,5,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_9,8,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_2,6,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_3,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_0,6,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_1,6,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableTest,4,9,28
com.alibaba.druid.bvt.sql.mysql.create.MySqlCreateFullTextDictTest,3,4,6
com.alibaba.druid.pool.DataSourceDisableException,0,3,3
com.alibaba.druid.bvt.filter.wall.WallStatTest_select,7,6,3
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlHelpStatement,3,4,0
com.alibaba.druid.benckmark.sql.SqlHolder,14,43,33
com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_if,3,1,0
com.alibaba.druid.sql.ast.statement.SQLImportDatabaseStatement,3,6,0
com.alibaba.druid.sql.parser.SQLExprParser,135,1772,17762
com.alibaba.druid.sql.dialect.spark.visitor.SparkSchemaStatVisitor,5,4,3
com.alibaba.druid.bvt.sql.mysql.MySqlResourceTest,2,2,1
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleMultiInsertStatement$InsertIntoClause,8,12,14
com.alibaba.druid.bvt.sql.odps.OdpsAlterTableAddPartitionTest,1,1,0
com.alibaba.druid.sql.dialect.oracle.ast.expr.OracleIsOfTypeExpr,8,24,0
com.alibaba.druid.bvt.sql.mysql.CreateUserTest,4,2,0
com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_cancel,6,5,0
com.alibaba.druid.bvt.pool.PasswordCallbackTest$TestPasswordCallback,1,4,4
com.alibaba.druid.support.monitor.dao.MonitorDao,7,9,36
com.alibaba.druid.pool.DruidAbstractDataSource,30,454,32596
com.alibaba.druid.bvt.proxy.DruidDriverTest$InitErrorDriver,1,1,0
com.alibaba.druid.bvt.sql.mysql.resolve.Resolve_AllColumn_Test_1,3,1,0
com.alibaba.druid.sql.ast.expr.SQLSizeExpr,8,23,0
com.alibaba.druid.bvt.support.http.StatViewServletTest_resetEnable,3,7,21
com.alibaba.druid.bvt.sql.odps.OdpsInsertTest,8,3,3
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_202,5,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_201,4,1,0
com.alibaba.druid.sql.ast.statement.SQLObjectType,0,1,0
com.alibaba.druid.bvt.sql.odps.OdpsCaseWhenTest,1,1,0
com.alibaba.druid.sql.ast.expr.SQLArrayExpr,8,34,0
com.alibaba.druid.bvt.sql.oracle.alter.OracleAlterSynonymTest,4,1,0
com.alibaba.druid.util.DruidDataSourceUtilsTest,3,14,1
com.alibaba.druid.pool.ui.DruidDataSourceUIManager$Anonymous8$Anonymous9,0,4,0
com.alibaba.druid.bvt.proxy.fake.FakeDriverTest,2,1,0
com.alibaba.druid.bvt.sql.mysql.CobarHintsTest,1,1,0
com.alibaba.druid.sql.ast.SQLLimit,7,50,0
com.alibaba.druid.sql.ast.statement.SQLAlterCharacter,4,6,0
com.alibaba.druid.bvt.sql.MappingTest_select,1,6,0
com.alibaba.druid.bvt.filter.wall.WallStatTest_update,7,6,3
com.alibaba.druid.sql.dialect.gaussdb.visitor.GaussDbASTVisitor,4,6,15
com.alibaba.druid.sql.repository.SchemaResolveVisitorFactory$MySqlResolveVisitor,22,23,122
com.alibaba.druid.bvt.pool.ConfigErrorTest2,3,4,0
com.alibaba.druid.bvt.filter.wall.DoPrivilegedTest$Anonymous1,0,1,0
com.alibaba.druid.bvt.pool.ConfigErrorTest3,3,3,0
com.alibaba.druid.bvt.sql.oracle.insert.OracleInsertTest20_first,5,1,0
com.alibaba.druid.sql.ast.statement.SQLReturnStatement,7,12,0
com.alibaba.druid.bvt.sql.hive.HiveCreateTableTest_32_properties,3,2,1
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_crossjoin,7,1,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlOptimizeStatement,3,9,11
com.alibaba.druid.bvt.pool.basic.TestDataSourceBasic,5,9,0
com.alibaba.druid.bvt.sql.odps.OdpsMultiInsertTest2,1,1,0
com.alibaba.druid.pool.DruidDataSourceStatLoggerImpl,4,45,8
com.alibaba.druid.sql.dialect.h2.visitor.H2SchemaStatVisitor,3,2,1
com.alibaba.druid.pool.QueryTimeoutTest,2,2,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowStatusStatement,4,11,29
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_func_in_order_by,6,1,0
com.alibaba.druid.sql.ast.expr.SQLListExpr,6,24,0
com.alibaba.druid.bvt.filter.wall.WallFilterTest,3,5,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleCreateTableStatement$DeferredSegmentCreation,0,0,0
com.alibaba.druid.bvt.pool.TestConnectTimeout,2,5,0
com.alibaba.druid.oracle.Oracle_PSCacheTest2,2,7,1
com.alibaba.druid.bvt.sql.PagerUtilsTest_hasUnorderedLimit_oracle,1,4,6
com.alibaba.druid.sql.ast.statement.SQLAlterTableDropPartition,5,9,11
com.alibaba.druid.sql.dialect.hologres.parser.HologresLexer,3,2,1
com.alibaba.druid.bvt.pool.DruidDataSourceTest_interrupt,2,3,1
com.alibaba.druid.sql.repository.SchemaResolveVisitor,34,34,561
org.springframework.samples.petclinic.owner.OwnerRepository,8,5,10
com.alibaba.druid.sql.ast.statement.SQLColumnDefinition$Identity,5,16,84
com.alibaba.druid.bvt.sql.repository.OracleJoinResolveTest,2,1,0
com.alibaba.druid.bvt.sql.mysql.createTable.MySqlCreateTableTest133_drds_gsi,6,14,1
com.alibaba.druid.sql.visitor.functions.Reverse,5,4,0
com.alibaba.druid.bvt.sql.odps.OdpsFormatTest,1,2,1
com.alibaba.druid.sql.ast.statement.SQLTableSource,8,23,253
com.alibaba.druid.sql.dialect.mysql.ast.statement.DrdsBaselineStatement,4,7,15
com.alibaba.druid.bvt.sql.oracle.DesensitizationTest,2,2,1
com.alibaba.druid.sql.ast.TDDLHint$Function,1,3,1
com.alibaba.druid.bvt.sql.oceanbase.OceanbaseAlterTableAnalyzePartitionTest,4,1,0
com.alibaba.druid.bvt.pool.LockFairTest,2,4,0
com.alibaba.druid.sql.dialect.mysql.ast.MySqlIndexHint,1,0,0
com.alibaba.druid.bvt.sql.mysql.issues.Issue5498,5,3,0
com.alibaba.druid.sql.dialect.hive.visitor.HiveSchemaStatVisitor,18,22,36
com.alibaba.druid.sql.dialect.impala.visitor.ImpalaOutputVisitor,22,66,153
com.alibaba.druid.sql.ast.statement.SQLTableSampling,5,37,77
com.alibaba.druid.bvt.sql.mysql.SQLUtilsTest,2,13,78
com.alibaba.druid.pvt.pool.TestIdle3_Concurrent_Starvation$Anonymous2,0,1,0
com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowCreateTriggerStatement,4,4,0
com.alibaba.druid.pvt.pool.TestIdle3_Concurrent_Starvation$Anonymous1,0,2,0
com.alibaba.druid.sql.ast.statement.SQLColumnDefinition,24,177,5718
com.alibaba.druid.sql.visitor.functions.If,6,5,0
com.alibaba.druid.pvt.pool.TestIdle3_Concurrent_Starvation$Anonymous3,0,3,0
com.alibaba.druid.support.ibatis.SpringIbatisBeanTypeAutoProxyCreatorMBean,0,1,0
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableAddIndex_10,6,5,10
com.alibaba.druid.bvt.sql.mysql.alterTable.MySqlAlterTableAddIndex_11,6,4,6
com.alibaba.druid.test.util.OracleMockConnection,33,173,14529
com.alibaba.druid.pool.oceanbase.OBTest,2,2,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_140_union,3,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_249,2,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_248,2,1,0
com.alibaba.druid.sql.visitor.functions.OneParamFunctions,8,36,10
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_247,5,1,0
com.alibaba.druid.sql.ast.statement.SQLStartTransactionStatement,7,20,135
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_246,3,1,0
com.alibaba.druid.support.logging.SLF4JImpl,4,20,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_245,3,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_244,3,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_243,3,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_242,3,1,0
com.alibaba.druid.bvt.sql.hive.HiveSelectTest_2_true,6,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_241,3,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_240,2,1,0
com.alibaba.druid.stat.TableStat$Relationship,2,22,0
com.alibaba.druid.bvt.support.spring.DruidLobHandlerTest,5,1,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleUpdateStatement,8,41,59
com.alibaba.druid.bvt.filter.wall.WallDeleteWhereTest2,2,2,0
com.alibaba.druid.bvt.filter.wall.WallDeleteWhereTest1,2,4,0
com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleAlterTableSplitPartition$TableSpaceItem,3,6,0
org.apache.commons.dbcp2.BasicDataSource,2,0,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_239,2,1,0
com.alibaba.druid.bvt.sql.oracle.alter.OracleAlterPackageTest,4,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_238,2,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_237,2,1,0
com.alibaba.druid.sql.dialect.impala.parser.ImpalaSelectParser,8,6,6
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_236,2,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_235,2,1,0
com.alibaba.druid.sql.dialect.hive.ast.HiveInputOutputFormat,4,20,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_234,2,1,0
com.alibaba.druid.bvt.sql.mysql.select.MySqlSelectTest_233,5,1,0
com.alibaba.druid.sql.visitor.SQLASTOutputVisitor,424,3849,0
